srg,mcp
field_4260_x,portal
field_4261_w,pumpkin
field_4262_q,coral
field_4263_o,glass
field_4264_k,cloth
field_4265_h,leaves
field_4268_g,fogColorBlue
field_4269_f,fogColorGreen
field_4270_e,fogColorRed
field_4274_a,baseEntity
field_4277_d,maxNumberOfCreature
field_4278_c,creatureClass
field_428_aT,snow
field_4280_j,blurTexture
field_4281_i,clampTexture
field_4286_b,buffer
field_4287_a,dateFormat
field_4288_d,imageData
field_4289_c,pixelData
field_4291_b,field_4291_b
field_4292_a,field_4292_a
field_4293_g,field_4293_g
field_4294_f,field_4294_f
field_4295_e,field_4295_e
field_4296_d,field_4296_d
field_4297_c,field_4297_c
field_430_aR,torchRedstoneActive
field_431_aQ,torchRedstoneIdle
field_432_aP,oreRedstoneGlowing
field_433_aO,oreRedstone
field_435_aM,doorIron
field_440_aH,rail
field_441_aG,ladder
field_442_aF,doorWood
field_443_aE,signPost
field_444_aD,furnaceBurning
field_445_aC,furnaceIdle
field_446_aB,tilledField
field_447_aA,crops
field_448_b,abilityToCatchFire
field_449_a,chanceToEncourageFire
field_450_b,torchUpdates
field_451_a,torchActive
field_452_a,modelBlock
field_453_a,wiresProvidePower
field_454_b,isFreestanding
field_455_a,signEntityClass
field_456_a,isActive
field_457_a,random
field_459_b,isOptimalFlowDirection
field_460_a,numAdjacentSources
field_461_c,flowCost
field_463_b,baseIndexInPNG
field_464_c,field_464_c
field_466_a,fallInstantly
field_467_a,triggerMobType
field_468_a,glowing
field_469_a,blockType
field_470_b,packetClassToIdMap
field_471_a,packetIdToClassMap
field_472_j,isChunkDataPacket
field_473_b,yPosition
field_474_a,xPosition
field_475_e,entityNBT
field_476_d,entityData
field_477_c,zPosition
field_478_b,zPosition
field_479_a,xPosition
field_480_f,size
field_481_e,metadataArray
field_482_d,typeArray
field_483_c,coordinateArray
field_484_b,xPosition
field_485_a,entityId
field_486_g,rotating
field_487_f,pitch
field_488_e,yaw
field_489_d,zPosition
field_490_c,yPosition
field_491_b,yPosition
field_492_a,xPosition
field_493_e,metadata
field_494_d,type
field_495_c,zPosition
field_496_b,count
field_497_a,id
field_498_c,durability
field_499_b,xPosition
field_500_a,entityId
field_501_e,type
field_502_d,zPosition
field_503_c,yPosition
field_504_b,yPosition
field_505_a,xPosition
field_506_c,mode
field_507_a,entityId
field_508_b,xPosition
field_509_a,entityId
field_510_f,pitch
field_511_e,yaw
field_512_d,zPosition
field_513_c,yPosition
field_514_b,yPosition
field_515_a,xPosition
field_516_c,zPosition
field_517_a,message
field_518_b,username
field_519_a,protocolVersion
field_520_c,password
field_521_b,animate
field_522_a,entityId
field_523_i,count
field_524_h,itemID
field_525_g,roll
field_526_f,pitch
field_527_e,rotation
field_528_d,zPosition
field_529_c,yPosition
field_530_b,xPosition
field_531_a,entityId
field_532_a,username
field_533_b,name
field_534_a,entityId
field_535_h,currentItem
field_536_g,pitch
field_537_f,rotation
field_538_e,zPosition
field_539_d,yPosition
field_540_c,xPosition
field_541_b,yPosition
field_542_a,xPosition
field_543_e,status
field_544_d,face
field_545_c,zPosition
field_546_b,type
field_547_a,entityId
field_548_g,pitch
field_549_f,yaw
field_550_e,zPosition
field_551_d,yPosition
field_552_c,xPosition
field_553_i,rotating
field_554_h,moving
field_555_g,onGround
field_556_f,pitch
field_557_e,yaw
field_558_d,stance
field_559_c,zPosition
field_560_b,yPosition
field_561_a,xPosition
field_562_b,id
field_563_a,unused
field_564_a,time
field_565_b,yPosition
field_566_a,xPosition
field_567_e,itemStack
field_568_d,direction
field_569_c,zPosition
field_570_b,itemID
field_571_a,entityID
field_572_b,yPosition
field_573_a,xPosition
field_574_h,chunkSize
field_575_g,chunk
field_576_f,zSize
field_577_e,ySize
field_578_d,xSize
field_579_c,zPosition
field_580_b,collectorEntityId
field_581_a,collectedEntityId
field_582_a,reason
field_583_i,ticksBeforeMusic
field_584_h,rand
field_585_g,loaded
field_586_f,options
field_587_e,latestSoundID
field_588_d,soundPoolMusic
field_589_c,soundPoolStreaming
field_590_b,soundPoolSounds
field_591_a,sndSystem
field_592_b,xPosition
field_593_a,clippingHelper
field_594_d,zPosition
field_595_c,yPosition
field_601_au,boundingBox
field_602_at,prevRotationPitch
field_603_as,prevRotationYaw
field_604_ar,rotationPitch
field_605_aq,rotationYaw
field_606_ap,motionZ
field_607_ao,motionY
field_608_an,motionX
field_609_am,posZ
field_610_al,posY
field_611_ak,posX
field_615_ag,worldObj
field_616_af,ridingEntity
field_617_ae,riddenByEntity
field_618_ad,preventEntitySpawning
field_619_ac,renderDistanceWeight
field_620_ab,entityId
field_621_aZ,addedToChunk
field_622_aY,cloakUrl
field_6234_b,mc
field_6235_a,mcCanvas
field_6236_c,mcThread
field_6275_Z,minecraftDir
field_6282_S,leftClickCounter
field_6283_R,ticksRan
field_6284_Q,downloadResourcesThread
field_6286_O,glCapabilities
field_6287_N,systemTime
field_6288_M,isRaining
field_6289_L,inGameHasFocus
field_6290_K,prevFrameTime
field_6291_J,isTakingScreenshot
field_6292_I,debug
field_6293_H,running
field_6297_D,mcDataDir
field_6298_C,texturePackList
field_6299_B,mouseHelper
field_6300_ab,joinPlayerCounter
field_6301_A,sndManager
field_6302_aa,mouseTicksRan
field_6304_y,gameSettings
field_6305_x,objectMouseOver
field_6307_v,skipRenderWorld
field_6308_u,ingameGUI
field_6309_t,loadMapIdParameter
field_6310_s,loadMapUserParameter
field_6312_q,loadingScreen
field_6313_p,currentScreen
field_6314_o,fontRenderer
field_6315_n,renderEngine
field_6316_m,isGamePaused
field_6317_l,hideQuitButton
field_6319_j,minecraftUri
field_632_aO,entityCollisionReduction
field_6320_i,session
field_6321_h,effectRenderer
field_6322_g,thePlayer
field_6323_f,renderGlobal
field_6324_e,theWorld
field_6325_d,displayHeight
field_6326_c,displayWidth
field_6327_b,playerController
field_6332_f,renderPassModel
field_6359_a,graphicsLevel
field_636_aK,lastTickPosZ
field_6363_a,localFlag
field_6364_b,vehicleEntityId
field_6365_a,entityId
field_6366_b,motionX
field_6367_a,entityId
field_6368_d,motionZ
field_6369_c,motionY
field_637_aJ,lastTickPosY
field_638_aI,lastTickPosX
field_6380_t,velocityZ
field_6381_s,velocityY
field_6382_r,velocityX
field_6383_q,fishPitch
field_6384_p,fishYaw
field_6385_o,fishZ
field_6386_n,fishY
field_6387_m,fishX
field_6388_l,fishPosRotationIncrements
field_643_aD,height
field_644_aC,width
field_6446_b,damageGuiPartialTime
field_6451_g,fontRenderer
field_6453_p,fileLocation
field_6454_o,refreshTimer
field_6455_n,field_6455_n
field_6456_m,field_6456_m
field_6457_l,field_6457_l
field_6458_j,field_6458_j
field_6459_i,field_6459_i
field_646_aA,isDead
field_6460_h,field_6460_h
field_6461_a,guiScreen
field_6462_l,splashText
field_6463_h,rand
field_6478_e,hasNoSky
field_6479_d,isHellWorld
field_6486_b,firstDescriptionLine
field_6487_a,texturePackFileName
field_6488_d,texturePackID
field_6489_c,secondDescriptionLine
field_6490_f,texturePackThumbnail
field_6491_e,texturePackName
field_6493_h,texturePackFile
field_6494_g,texturePackThumbnail
field_6495_f,texturePackName
field_6496_e,texturePackZipFile
field_6501_o,entityRenderMap
field_6502_q,field_6502_q
field_6503_n,color
field_6504_m,biomeName
field_6509_a,tileEntityRenderer
field_6511_f,allOSes
field_6512_e,unknown
field_6514_b,exception
field_6515_a,description
field_6517_m,specialRendererMap
field_6518_e,allCreatureTypes
field_6520_s,keyBindToggleFog
field_6521_r,keyBindChat
field_6522_B,optionsFile
field_6523_q,keyBindDrop
field_6524_j,skin
field_6525_f,field_6525_f
field_6527_k,texturePack
field_6528_b,textureMap
field_6529_a,foliageBuffer
field_6533_b,availableTexturePacks
field_6534_a,selectedTexturePack
field_6535_g,currentTexturePack
field_6536_f,texturePackDir
field_6537_e,mc
field_6538_d,field_6538_d
field_6539_c,defaultTexturePack
field_654_bc,chunkCoordZ
field_6540_a,grassBuffer
field_6541_a,instance
field_6542_d,mpPassParameter
field_6543_c,sessionId
field_6544_a,eligibleChunksForSpawning
field_656_bb,chunkCoordY
field_657_ba,chunkCoordX
field_658_n,interpPosZ
field_659_m,interpPosY
field_660_l,interpPosX
field_661_k,particleBlue
field_662_j,particleGreen
field_663_i,particleRed
field_664_h,particleGravity
field_665_g,particleScale
field_666_f,particleMaxAge
field_667_e,entityRiderYawDelta
field_668_d,particleTextureJitterY
field_669_c,particleTextureJitterX
field_670_b,particleIcon
field_671_a,smokeParticleScale
field_672_a,flameScale
field_673_a,reddustParticleScale
field_674_a,lavaParticleScale
field_675_a,entityToPickUp
field_676_r,yOffs
field_677_q,maxAge
field_678_p,age
field_679_o,entityPickingUp
field_680_i,ticksInAir
field_681_h,ticksInGround
field_682_g,shootingEntity
field_688_a,arrowShake
field_689_a,fuse
field_690_b,art
field_691_a,direction
field_695_c,tickCounter1
field_703_S,limbSwing
field_704_R,limbSwingAmount
field_705_Q,prevLimbSwingAmount
field_712_J,deathTime
field_715_G,hurtTime
field_734_o,prevRenderYawOffset
field_735_n,renderYawOffset
field_749_a,pathToEntity
field_750_g,hasAttacked
field_751_f,entityToAttack
field_752_b,field_752_b
field_753_a,field_753_a
field_754_i,timeUntilNextEgg
field_755_h,field_755_h
field_756_e,field_756_e
field_757_d,field_757_d
field_758_c,destPos
field_759_a,rideable
field_760_a,sheared
field_761_a,unusedBoolean
field_762_e,attackStrength
field_763_b,lastActiveTime
field_764_a,timeSinceIgnited
field_765_d,creeperState
field_766_c,fuseTime
field_767_b,prevSquishFactor
field_768_a,squishFactor
field_769_d,slimeJumpDelay
field_770_c,slimeSize
field_771_i,username
field_774_f,cameraYaw
field_775_e,prevCameraYaw
field_778_b,inventory
field_780_bk,otherPlayerMPYaw
field_781_a,damageRemainder
field_782_bj,otherPlayerMPZ
field_783_bi,otherPlayerMPY
field_784_bh,otherPlayerMPX
field_785_bg,otherPlayerMPPosRotationIncrements
field_786_bl,otherPlayerMPPitch
field_787_a,movementInput
field_788_bg,mc
field_797_bg,sendQueue
field_798_b,fallTime
field_799_a,blockID
field_800_b,age
field_801_a,item
field_802_f,health
field_803_e,field_803_e
field_804_d,hoverStart
field_805_c,delayBeforeCanPickup
field_806_b,boatTimeSinceHit
field_807_a,boatCurrentDamage
field_808_c,boatRockDirection
field_809_i,ticksInAirSnowball
field_810_h,ticksInGroundSnowball
field_811_g,thrower
field_812_f,inGroundSnowball
field_813_e,inTileSnowball
field_814_d,zTileSnowball
field_815_c,yTileSnowball
field_816_b,xTileSnowball
field_817_a,shakeSnowball
field_818_a,stackResult
field_819_b,classToNameMap
field_820_a,nameToClassMap
field_821_h,zCoord
field_822_g,yCoord
field_823_f,xCoord
field_824_e,worldObj
field_825_b,lineBeingEdited
field_826_a,signText
field_827_a,chestContents
field_828_b,mobID
field_829_a,delay
field_830_d,yaw2
field_831_c,yaw
field_832_b,furnaceBurnTime
field_833_a,furnaceItemStacks
field_834_d,furnaceCookTime
field_835_c,currentItemBurnTime
field_836_b,upperChest
field_837_a,name
field_838_c,lowerChest
field_839_b,nbrSlots
field_840_a,stackList
field_841_c,eventHandler
field_842_b,armorInventory
field_843_a,mainInventory
field_844_g,player
field_845_f,inventoryChanged
field_846_e,draggingItemStack
field_847_d,currentItem
field_848_c,craftingInventory
field_855_j,matrix
field_856_i,isInReverse
field_857_h,cargoItems
field_861_d,entityRiderPitchDelta
field_862_c,firstUpdate
field_863_b,nextStepDistance
field_864_a,nextEntityID
field_866_b,numberOfBlocks
field_867_a,clayBlockId
field_868_o,leafNodes
field_869_n,leafDistanceLimit
field_870_m,heightLimitLimit
field_871_l,trunkSize
field_872_k,leafDensity
field_873_j,scaleWidth
field_874_i,branchSlope
field_875_h,branchDensity
field_876_g,heightAttenuation
field_877_f,height
field_878_e,heightLimit
field_879_d,basePos
field_880_c,worldObj
field_881_b,rand
field_882_a,otherCoordPairs
field_883_b,numberOfBlocks
field_884_a,minableBlockId
field_885_a,plantBlockId
field_886_b,chunkMapping
field_887_a,blankChunk
field_888_d,worldObj
field_889_c,chunkListing
field_890_b,lastQueriedChunkZPos
field_891_a,lastQueriedChunkXPos
field_892_h,lastQueriedChunk
field_893_g,worldObj
field_894_f,chunks
field_895_e,chunkLoader
field_896_d,chunkProvider
field_897_c,blankChunk
field_898_b,chunks
field_899_a,field_899_a
field_900_d,chunkLoader
field_901_c,worldObj
field_902_u,caveGenerator
field_903_t,stoneNoise
field_904_s,gravelNoise
field_905_r,sandNoise
field_907_p,worldObj
field_908_o,noiseGen4
field_909_n,field_909_n
field_910_m,noiseGen3
field_911_l,noiseGen2
field_912_k,noiseGen1
field_913_j,rand
field_914_i,unusedIntArray32x32
field_920_c,mobSpawnerNoise
field_921_b,noiseGen6
field_922_a,noiseGen5
field_923_k,zLevel
field_9231_Y,textureLavaFX
field_9232_X,textureWaterFX
field_9233_W,serverPort
field_9234_V,serverName
field_9235_U,tempDisplayHeight
field_9236_T,tempDisplayWidth
field_9237_P,timer
field_9238_G,numRecordedFrameTimes
field_9239_F,tickTimes
field_9240_E,frameTimes
field_9241_z,mcApplet
field_9242_w,playerModelBiped
field_9243_r,entityRenderer
field_9244_k,mcCanvas
field_9246_c,shadowSize
field_9247_l,soundSandFootstep
field_9248_k,soundClothFootstep
field_9249_j,soundGlassFootstep
field_9250_i,soundMetalFootstep
field_9251_h,soundStoneFootstep
field_9252_g,soundGrassFootstep
field_9253_f,soundGravelFootstep
field_9254_e,soundWoodFootstep
field_9255_Z,pistonBase
field_9256_Y,deadBush
field_9257_X,tallGrass
field_9258_W,web
field_9259_V,pistonStickyBase
field_9260_U,railDetector
field_9261_T,railPowered
field_9262_S,bed
field_9263_R,music
field_9264_Q,sandStone
field_9265_P,dispenser
field_9266_O,blockLapis
field_9267_N,oreLapis
field_9268_ac,pistonMoving
field_9269_aa,pistonExtension
field_9273_b,entityStatus
field_9274_a,entityId
field_9275_a,healthMP
field_9276_b,targetEntity
field_9277_a,playerEntityId
field_9278_c,isLeftClick
field_9283_av,prevPosZ
field_9284_au,prevPosY
field_9285_at,prevPosX
field_9286_aZ,stepHeight
field_9287_aY,ySize
field_9288_aU,fallDistance
field_9289_aT,entityWalks
field_929_e,chatMessageList
field_9290_aS,distanceWalkedModified
field_9291_aR,prevDistanceWalkedModified
field_9292_aO,yOffset
field_9293_aM,field_9293_aM
field_9294_aL,velocityChanged
field_9295_aK,isCollided
field_9296_aJ,isCollidedVertically
field_9297_aI,isCollidedHorizontally
field_9298_aH,onGround
field_9299_bv,field_9299_bv
field_930_d,itemRenderer
field_9300_bu,field_9300_bu
field_9301_bt,serverPosZ
field_9302_bs,serverPosY
field_9303_br,serverPosX
field_9304_bm,isImmuneToFire
field_9305_bk,air
field_9306_bj,hurtResistantTime
field_9307_bi,inWater
field_9308_bh,maxAir
field_9309_bg,fire
field_931_c,prevVignetteBrightness
field_9310_bf,fireResistance
field_9311_be,ticksExisted
field_9312_bd,rand
field_9313_bc,field_9313_bc
field_9314_ba,noClip
field_9315_g,inGround
field_9316_f,inTile
field_9317_e,zTile
field_9318_d,yTile
field_9319_c,xTile
field_9320_f,zPosition
field_9321_e,yPosition
field_9322_d,xPosition
field_9323_Z,newPosX
field_9324_Y,newPosRotationIncrements
field_9325_U,field_9325_U
field_9326_T,field_9326_T
field_9327_S,dead
field_9328_R,cameraPitch
field_9329_Q,prevCameraPitch
field_933_a,field_933_a
field_9330_P,attackTime
field_9331_N,attackedAtYaw
field_9332_M,maxHurtTime
field_9333_am,moveSpeed
field_9334_al,defaultPitch
field_9335_K,prevHealth
field_9336_ak,isJumping
field_9337_J,health
field_9338_aj,randomYawVelocity
field_9339_I,swingProgress
field_934_b,height
field_9340_ai,moveForward
field_9341_H,prevSwingProgress
field_9342_ah,moveStrafing
field_9343_G,isMultiplayerEntity
field_9344_ag,entityAge
field_9345_F,field_9345_F
field_9346_af,lastDamage
field_9347_E,scoreValue
field_9348_ae,field_9348_ae
field_9349_D,field_9349_D
field_935_a,width
field_9350_ad,newRotationPitch
field_9351_C,entityType
field_9352_ac,newRotationYaw
field_9353_B,field_9353_B
field_9354_ab,newPosZ
field_9355_A,field_9355_A
field_9356_aa,newPosY
field_9357_z,texture
field_9358_y,field_9358_y
field_9359_x,field_9359_x
field_936_h,drawButton
field_9360_w,field_9360_w
field_9361_v,field_9361_v
field_9362_u,field_9362_u
field_9363_r,field_9363_r
field_9364_q,field_9364_q
field_9365_p,field_9365_p
field_9366_o,maxHurtResistantTime
field_9368_k,swingProgressInt
field_9369_j,isSwinging
field_937_g,enabled
field_9370_g,score
field_9371_f,unusedByte
field_9373_b,field_9373_b
field_9374_bx,inPortal
field_9376_bB,oldPosZ
field_9377_bA,oldPosY
field_9378_bz,oldMinY
field_9379_by,oldPosX
field_938_f,id
field_9380_bx,inventoryUpdateTickCounter
field_9381_bG,wasSneaking
field_9382_bF,wasOnGround
field_9383_bE,field_9383_bE
field_9384_bD,oldRotationPitch
field_9385_bC,oldRotationYaw
field_9386_l,velocityZ
field_9387_k,velocityY
field_9388_j,velocityX
field_9389_i,boatPitch
field_939_e,displayString
field_9390_h,boatYaw
field_9391_g,boatZ
field_9392_f,boatY
field_9393_e,boatX
field_9394_d,boatPosRotationIncrements
field_9395_l,ticksInAir
field_9396_k,ticksAlive
field_9397_j,shootingEntity
field_9398_i,inGround
field_9399_h,inTile
field_940_d,yPosition
field_9400_g,zTile
field_9401_f,yTile
field_9402_e,xTile
field_9403_d,accelerationZ
field_9404_c,accelerationY
field_9405_b,accelerationX
field_9406_a,field_9406_a
field_9407_s,velocityZ
field_9408_r,velocityY
field_9409_q,velocityX
field_941_c,xPosition
field_9410_p,minecartPitch
field_9411_o,minecartYaw
field_9412_n,minecartZ
field_9413_m,minecartY
field_9414_l,minecartX
field_9415_k,turnProgress
field_9416_g,pushZ
field_9417_f,pushX
field_9418_e,fuel
field_9419_j,recordPlayingUpFor
field_942_l,idFloat
field_9420_i,recordPlaying
field_9421_h,updateCounter
field_9422_g,mc
field_9423_f,rand
field_9426_L,ambientTickCountdown
field_9427_K,activeChunkSet
field_9428_I,collidingBoundingBoxes
field_9429_y,lightingUpdatesScheduled
field_943_j,dragging
field_9430_x,findingSpawnPoint
field_9431_w,field_9431_w
field_9432_t,savePath
field_9433_s,worldFile
field_9434_r,worldAccesses
field_9435_j,autosavePeriod
field_9436_h,DIST_HASH_MAGIC
field_9437_g,updateLCG
field_9438_k,netClientHandler
field_9439_j,isHittingBlock
field_944_i,sliderValue
field_9440_i,blockHitDelay
field_9441_h,stepSoundTickCounter
field_9442_f,curBlockDamageMP
field_9443_e,currentblockZ
field_9444_d,currentBlockY
field_9445_c,currentBlockX
field_945_b,mc
field_9451_b,itemToRender
field_9452_d,prevEquippedProgress
field_9453_c,equippedProgress
field_946_a,selectedButton
field_948_f,allowUserInput
field_949_e,buttonList
field_950_d,height
field_951_c,width
field_952_a,clientHandler
field_953_h,cancelled
field_954_a,screenTitle
field_955_j,buttonId
field_956_i,options
field_957_h,parentScreen
field_958_a,parentScreen
field_959_i,selected
field_960_h,screenTitle
field_961_a,parentScreen
field_962_j,worldNumber
field_963_i,message2
field_964_h,message1
field_965_a,updateCounter
field_966_a,updateCounter2
field_967_h,updateCounter
field_968_a,parentScreen
field_969_i,serverAddress
field_970_h,updateCounter
field_971_a,xSize
field_972_j,itemRenderer
field_973_i,inventorySlots
field_974_h,ySize
field_975_m,ySize_lo
field_976_l,xSize_lo
field_977_j,field_977_j
field_978_j,furnaceInventory
field_979_j,field_979_j
field_980_m,inventoryRows
field_981_l,lowerChestInventory
field_982_j,upperChestInventory
field_983_a,netHandler
field_984_h,updateCounter
field_985_a,message
field_986_h,updateCounter
field_989_j,updateCounter
field_990_i,logoEffects
field_992_a,errorMessage
field_993_h,errorDetail
field_994_a,screenTitle
field_995_i,options
field_996_h,parentScreen
field_997_a,message1
field_998_h,message2
field_999_a,screenTitle
